Gender,Program,Entrance,GPA,Thai ,Math ,Sci ,Social ,Eng ,Abillity1,Abillity2,3Abillity,4Abillity,5Abillity,6Abillity,7Abillity,8Abillity,9Abillity,10Abillity,11Abillity,12Abillity,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Skillg1,Skillg2,Skillg3,Skillg4, Skillg5,Skillg6,Skillp1,Skillp2,Skillp3,Skillp4,Skillp5,Skillp6,Interest1,Interest2,Interest3,Interest4,Interest5,Interest6,Interest7,Interest8,Activityin,Academically,act1,act2,act3,act4,act5,act6,act7,act8,Faculties
หญิง,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,สถาปัตยกรรมศาสตร์
หญิง,ศิลป์-ภาษา,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,40.01 - 60.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,สถาปัตยกรรมศาสตร์
ชาย,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,เทคโนโลยีการเกษตร
ชาย,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เทคโนโลยีสารสนเทศ
ชาย,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,สถาปัตยกรรมศาสตร์
ชาย,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เทคโนโลยีการเกษตร
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,60.01 - 80.00,80.01 - 100,80.01 - 100,60.01 - 80.00,80.01 - 100,มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,เคย,เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,วิศกรรมการบินและนักบินพาณิชย์
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,80.01 - 100,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,วิทยาลัยเทคโนโลยี
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,20.01 - 40.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,20.01 - 40.00,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,วิทยาลัยเทคโนโลยี
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,มี,มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,วิทยาศาสตร์
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,60.01 - 80.00,20.01 - 40.00,40.01 - 60.00,60.01 - 80.00,80.01 - 100,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,มี,มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เทคโนโลยีสารสนเทศ
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",3.01 - 3.50,80.01 - 100,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,เคย,ไม่เคย,วิทยาลัยนวัตกรรมการจัดการข้อมูล
หญิง,วิทย์-คณิต,โครงการพิเศษ,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ศิลปศาสตร์
หญิง,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,ไม่มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,ไม่มี,ไม่มี,มี,มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,เคย,ไม่เคย,ไม่เคย,เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,อุตสาหกรรมการเกษตร
ชาย,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",2.51 - 3.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,80.01 - 100,ไม่มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,ไม่มี,มี,มี,มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,มี,ไม่มี,ไม่มี,มี,ไม่มี,มี,มี,ไม่มี,มี,ไม่มี,มี,มี,มี,ไม่มี,เคยเข้าร่วม,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,เคย,วิทยาลัยนวัตกรรมการจัดการข้อมูล
