ประทับเวลา,คุณเป็นเพศอะไร,คุณกำลังศึกษาอยู่ในสถาบันเจ้าคุณทหารลาดกระบังหรือไม่,กำลังศึกษาอยู่ชั้นปีการศึกษาใดในมหาวิทยาลัย,คณะที่คุณกำลังศึกษาอยู่ในขณะนี้,GPA ขณะกำลังศึกษาอยู่ปัจจุบัน ( เกรดรวม ),สายการเรียนตอนมัธยมปลาย,คุณเข้ามหาลัยด้วยวิธีแบบใด,คุณจบการศึกษาระดับมัธยมปลายปี พ.ศ.ใด,GPA ในระดับชั้นมัธยมปลาย,คะแนน O-net วิชาภาษาไทย ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาคณิตศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาวิทยาศาสตร์ ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาสังคมศึกษา ระดับชั้นมัธยมศึกษาปีที่ 6,คะแนน O-net วิชาภาษาอังกฤษ ระดับชั้นมัธยมศึกษาปีที่ 6,ความสามารถที่คุณคิดว่าตัวเองมี(ตอบได้มากกว่า 1 ข้อ),วิชาที่ถนัดในการเรียนมัธยมปลายมีอะไรบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าคุณถนัดทักษะแบบไหนบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณคิดว่าทักษะไหนเป็นปัญหากับคุณบ้าง(ตอบได้มากกว่า 1 ข้อ),คุณสนใจทางด้านไหนบ้าง (ตอบได้มากกว่า 1 ข้อ),คุณเคยเข้าร่วมกิจกรรมของโรงเรียนเมื่อคุณยังศึกษาอยู่ในระดับมัธยมหรือไม่,คุณเคยแข่งขันทางวิชาการในช่วงมัธยมหรือไม่,คุณเคยลงเข้าร่วมกิจกรรมการเเข่งขันวิชาการ กลุ่มสาระใดบ้าง,ข้อเสนอแนะ
4/23/2021 4:00:03,ชาย,กำลังศึกษา,ปี 3,เทคโนโลยีสารสนเทศ,3.56,ศิลป์-คำนวณ,"สอบเข้าระบบ tcas , admission , รับตรง",60,3.01 - 3.50,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, ชอบการทดลอง, ความเป็นผู้นำ","ด้านคณิตศาสตร์, ด้านสังคม, ด้านคอมพิวเตอร์","พูด, เขียน","ฟัง, คิดวิเคราะห์","การศึกษา, การเมือง, เทคโนโลยี",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 4:00:06,ชาย,กำลังศึกษา,ปี 3,อุตสาหกรรมการเกษตร,3.47,โครงการห้องเรียนพิเศษ ( เช่น ห้องหลักสูตรอินเตอร์/ภาษาอังกฤษ วิทยาศาสตร์คอมพิวเตอร์),"สอบเข้าระบบ tcas , admission , รับตรง",60,3.51 - 4.00,60.01 - 80.00,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,"ความรอบคอบ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, หมั่นฝึกฝน","ด้านศิลปะ, ด้านกีฬา, ด้านสังคม","อ่าน, เขียน, คิดคำนวณ","ฟัง, คิดวิเคราะห์","การศึกษา, การเมือง, เทคโนโลยี",ไม่เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 4:00:36,หญิง,กำลังศึกษา,ปี 1,สถาปัตยกรรมศาสตร์,2.98,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",63,3.01 - 3.50,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ความมั่นใจในตัวเอง, หมั่นฝึกฝน","ด้านศิลปะ, ด้านภาษา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น, กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 4:01:49,ชาย,กำลังศึกษา,ปี 2,อุตสาหกรรมการเกษตร,3.21,โครงการห้องเรียนพิเศษ ( เช่น ห้องหลักสูตรอินเตอร์/ภาษาอังกฤษ วิทยาศาสตร์คอมพิวเตอร์),"สอบเข้าระบบ tcas , admission , รับตรง",61,2.51 - 3.00,40.01 - 60.00,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,"มีความอดทน, ชอบการทดลอง, สร้างสรรค์สิ่งใหม่, ตรงต่อเวลา","ด้านกีฬา, ด้านสังคม","พูด, เขียน","อ่าน, คิดคำนวณ","การเมือง, เทคโนโลยี",ไม่เคยเข้าร่วม,ไม่เคย,"กลุ่มสาระคณิตศาสตร์ เช่น การร่วมแข่งขันซูดูกุคิดเลขเร็ว, กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น",
4/23/2021 4:02:03,หญิง,กำลังศึกษา,ปี 1,วิทยาลัยเทคโนโลยี,3.66,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด","ด้านศิลปะ, ด้านภาษา, ด้านงานฝีมือ, ด้านสังคม, ด้านคอมพิวเตอร์","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 4:03:22,ชาย,กำลังศึกษา,ปี 2,สถาปัตยกรรมศาสตร์,3.45,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",61,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,80.01 - 100,"ชอบการทดลอง, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, ตรงต่อเวลา","ด้านศิลปะ, ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, เทคโนโลยี, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,ไม่เคย,ไม่เคยเข้าร่วม,
4/23/2021 4:05:38,หญิง,กำลังศึกษา,ปี 1,สถาปัตยกรรมศาสตร์,3.26,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,"ความรอบคอบ, มีความอดทน, ชอบการทดลอง, สร้างสรรค์สิ่งใหม่","ด้านศิลปะ, ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, อ่าน, เขียน","พูด, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 4:07:20,หญิง,กำลังศึกษา,ปี 1,สถาปัตยกรรมศาสตร์,3.19,ศิลป์-ทั่วไป,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,60.01 - 80.00,60.01 - 80.00,60.01 - 80.00,"ความมั่นใจในตัวเอง, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, หมั่นฝึกฝน, ตรงต่อเวลา","ด้านศิลปะ, ด้านภาษา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, อ่าน, เขียน, คิดวิเคราะห์","พูด, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง, สิ่งแวดล้อม, สุขภาพ",เคยเข้าร่วม,เคย,"กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
4/23/2021 4:09:01,หญิง,กำลังศึกษา,ปี 1,ศิลปศาสตร์,3.42,ศิลป์-ภาษา ( เช่น จีน ฝรั่งเศส ญี่ปุ่น),"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,60.01 - 80.00,80.01 - 100,"ความเป็นผู้นำ, ความมั่นใจในตัวเอง, ติดตามข่าวสารใหม่ๆตลอด","ด้านศิลปะ, ด้านภาษา, ด้านกีฬา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน, เขียน","คิดวิเคราะห์, คิดคำนวณ","การศึกษา, ศิลปะ, การเมือง, การบันเทิง",เคยเข้าร่วม,เคย,"กลุ่มสาระภาษาต่างประเทศ เช่น การร่วมเเข่งขันการเเสดงภาษาอังกฤษ ,speaking, กลุ่มสาระสังคมศึกษา เช่น โครงการมารยาทไทย , เศรษฐศาสตร์เพชรยอดมงกุฎ",
4/23/2021 4:10:26,หญิง,กำลังศึกษา,ปี 1,เทคโนโลยีสารสนเทศ,3.46,วิทย์-คณิต,"สอบเข้าระบบ tcas , admission , รับตรง",62,3.01 - 3.50,60.01 - 80.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,40.01 - 60.00,"สร้างสรรค์สิ่งใหม่, การวิเคราะห์, ทำงานเป็นกลุ่มได้ดี, ติดตามข่าวสารใหม่ๆตลอด, ตรงต่อเวลา, บริหารเวลาได้ดี","ด้านศิลปะ, ด้านภาษา, ด้านงานฝีมือ, ด้านสังคม","ฟัง, พูด, อ่าน","เขียน, คิดวิเคราะห์, คิดคำนวณ","ศิลปะ, การเมือง, การบันเทิง, เทคโนโลยี, สิ่งแวดล้อม",เคยเข้าร่วม,เคย,"กลุ่มสาระการงานอาชีพเเละเทคโนโลยี. เช่น การประกวดสร้างหน้าเว็บเเอพลิเคชั่น, กลุ่มสาระศิลปะ เช่น เข้าร่วมชมรมนาฏศิลป์ , ประกวดวงดนตรี (folk songs)",
